run_label,bins,bin_width_ticks,bin_width_us,dt_min,dt_max,V10_min,V11_min,n_candidate,n_fit_bins,ndf,tau_us,tau_us_err,chi2,reduced_chi2
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,50,30,678,38,35,1.970424535086308,0.14281734918492184,28.86134785290661,0.8246099386544746
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,50,30,159,28,25,1.628547889363098,0.36246598099909916,21.20110551150882,0.8480442204603529
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,50,30,34,16,13,2.583183557608773,4.299157880564368,5.132611423343508,0.39481626333411596
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,50,30,162,25,22,1.2594954223006227,0.20846778565214252,15.731160100070735,0.7150527318213971
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,50,40,1287,17,14,1.9771341845006294,0.1007904040336076,27.003631158987744,1.9288307970705532
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,50,40,1234,17,14,2.0061352401646775,0.10222102377724199,6.939702658523498,0.49569304703739275
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,50,40,718,17,14,2.053587007693927,0.1327779977297842,12.39288169535604,0.8852058353825744
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,50,40,170,14,11,2.1635623813168965,0.36777455996910086,9.922872696986008,0.9020793360896371
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,50,40,39,10,7,1.743567488908755,0.8529804090096462,3.020813963330581,0.4315448519043687
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,50,40,165,14,11,1.8388137640676474,0.24453037512323275,9.403396250199416,0.8548542045635833
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,50,40,1197,21,18,2.0043053859282938,0.10894101550334488,22.21353546027824,1.234085303348791
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,50,40,1167,21,18,2.024470001144429,0.1056520548062284,14.913893830566595,0.8285496572536997
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,50,40,670,21,18,2.027911997259733,0.13684942195214012,16.074874411859096,0.8930485784366164
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,50,40,159,17,14,2.180570727549687,0.42311850152146424,14.79416865929245,1.0567263328066037
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,50,40,38,11,8,1.5280017158751713,0.800399117857181,3.2132586704134893,0.40165733380168617
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,50,40,160,16,13,1.4840645844443838,0.19897747710381233,15.931922245199717,1.2255324803999783
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,50,40,1362,42,39,1.9542701581163386,0.09411639033905521,34.26910320867634,0.8786949540686242
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,50,40,1307,42,39,2.054790057055304,0.09752507535583499,31.349007070530433,0.803820694116165
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,50,40,768,40,37,2.025325291930233,0.13346303636173892,33.762229353357284,0.9124926852258726
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,50,40,179,30,27,1.6076539764013305,0.3167840552052453,23.918513202832465,0.8858708593641653
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,50,40,41,17,14,2.2959171640856737,2.9810154594761356,6.739637417447287,0.4814026726748062
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,50,40,175,26,23,1.69562474423987,0.29909753401670924,27.956799268480946,1.2155130116730846
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,50,40,1197,41,38,2.000192138540257,0.10767502521704181,33.28494213258747,0.8759195298049334
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,50,40,1167,41,38,2.0300993421283193,0.10467230774201558,31.0274592309825,0.8165120850258553
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,50,40,670,39,36,2.086599735537046,0.15368422525853,31.739666044970008,0.8816573901380558
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,50,40,159,29,26,1.6454509472885903,0.3675255042203821,23.8456900267082,0.9171419241041616
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,50,40,38,16,13,1.832041318140377,2.3524319759625003,6.657996370550696,0.5121535669654381
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,50,40,160,25,22,1.5244468381498533,0.27509622439724585,25.743071914771928,1.1701396324896332
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,50,40,1061,40,37,2.0193264854919524,0.12073765622975836,33.15847112791212,0.8961748953489763
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,50,40,1051,40,37,1.9456090982241194,0.10754339912639055,28.233489720819755,0.7630672897518853
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,50,40,605,38,35,2.0258585205828075,0.15995302767921626,30.433819472931365,0.8695376992266104
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,50,40,145,28,25,1.5255385735014173,0.36643404048891637,23.3440462314264,0.933761849257056
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,50,40,31,15,12,4.298215679621904,13.4910228744961,4.308884464753253,0.3590737053961044
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,50,40,148,24,21,1.1342019385009845,0.19298404213660156,16.606937638627265,0.790806554220346
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,40,30,1553,17,14,1.9998076985733269,0.09664715829834418,27.041944916885985,1.9315674940632845
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,40,30,1485,17,14,1.9738783947894214,0.09301470525359987,8.16913283111391,0.5835094879367079
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,40,30,830,17,14,2.07281082297457,0.12578897403802117,15.764557158500356,1.1260397970357396
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,40,30,189,14,11,2.22706531016486,0.35592911823344037,9.139499661817434,0.8308636056197667
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,40,30,44,11,8,1.351117296652788,0.5055485757380336,4.2322966740776495,0.5290370842597062
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,40,30,190,15,12,1.7903293138819807,0.21857646351554313,11.79737794613489,0.9831148288445742
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,40,30,1449,21,18,1.9956107420979625,0.10146274671407024,28.021474773196,1.5567485985108889
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,40,30,1405,21,18,1.9797601235555646,0.09568298185992968,18.996391687080937,1.0553550937267187
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,40,30,776,21,18,2.01419791798866,0.1270238594510593,23.356248958220817,1.2975693865678233
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,40,30,177,17,14,2.2154230956140526,0.38336029411567996,11.31229287922236,0.8080209199444542
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,40,30,41,12,9,1.3654286725597018,0.596539179325995,3.6477024887680765,0.4053002765297863
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,40,30,182,17,14,1.4627032031203155,0.17985537799180049,21.198288667494626,1.5141634762496161
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,40,30,1647,43,40,1.924176824319276,0.08592896321078475,50.383277692514746,1.2595819423128687
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,40,30,1569,42,39,2.025625630154174,0.08945340071367347,42.789417479665474,1.0971645507606531
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,40,30,883,41,38,2.0412280523288757,0.12089236130465915,31.79724680238942,0.8367696526944585
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,40,30,199,30,27,1.7508722564182368,0.3196602794327948,21.200040385842293,0.785186680957122
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,40,30,46,18,15,1.4202460671002812,1.1153532749779111,7.006496285071932,0.4670997523381288
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,40,30,203,27,24,1.6712834053336434,0.26348055344172705,25.469317198153075,1.0612215499230448
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,40,30,1449,42,39,1.9698870993391446,0.09851143378740956,49.24158706309704,1.2626047964896678
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,40,30,1405,41,38,1.9854397126676966,0.09495305870716159,41.80718487710244,1.1001890757132222
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,40,30,776,40,37,2.086211374218608,0.13651397962602974,30.883357869753322,0.8346853478311709
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,40,30,177,29,26,1.7826503184195557,0.36519531603966404,21.146489183111143,0.8133265070427362
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,40,30,41,17,14,1.596075814114944,1.5964275816373785,6.9546618257402395,0.4967615589814457
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,40,30,182,26,23,1.6001788242524162,0.27123901107156345,24.993377731152258,1.0866685970066199
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,40,30,1286,41,38,1.9885810747294237,0.110648321238883,49.10080786984556,1.2921265228906726
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,40,30,1263,40,37,1.909774786358815,0.09836759815247834,39.122214010368026,1.0573571354153521
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,40,30,705,39,36,1.968496636141779,0.13623009650199583,26.933863205029084,0.7481628668063635
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,40,30,161,28,25,1.6747861572856206,0.36806902902798416,20.708033722763634,0.8283213489105453
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,40,30,34,16,13,2.583183557608773,4.299157880564368,5.132611423343508,0.39481626333411596
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,40,30,168,25,22,1.240905192266618,0.20356776505487126,17.101575051662785,0.7773443205301266
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,40,50,1185,17,14,1.9743651164330147,0.10398861410590572,25.48513964394419,1.820367117424585
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,40,50,1102,17,14,1.9562722377284183,0.10426362133721684,4.695135261519574,0.33536680439425526
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,40,50,642,17,14,2.0300487408101007,0.14225893952335633,10.1841954627384,0.7274425330527429
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,40,50,161,14,11,2.0503847063001905,0.35403211993544015,13.135889914675362,1.194171810425033
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,40,50,36,9,6,1.8302987956979386,1.041514988506933,2.9062276318238993,0.4843712719706499
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,40,50,156,13,10,1.8363294106082926,0.25829544340624117,9.536475484180317,0.9536475484180317
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,40,50,1100,21,18,2.0034155371999574,0.11117209644554127,25.577283946424945,1.4209602192458304
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,40,50,1038,21,18,2.0186518922499554,0.10929786979865289,21.951304919762443,1.2195169399868024
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,40,50,596,21,18,2.0394216981015076,0.14961680907628191,19.158428924194993,1.0643571624552775
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,40,50,151,17,14,2.1664284362841975,0.43446914704444506,14.482859543851804,1.034489967417986
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,40,50,35,10,7,1.6000546622749974,0.9779001026720936,3.3220444640827873,0.47457778058325534
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,40,50,150,15,12,1.5322487217230185,0.2208517666764952,15.08270878597392,1.25689239883116
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,40,50,1256,42,39,1.9299001347302263,0.09460925694867273,41.20399718445089,1.0565127483192536
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,40,50,1168,41,38,1.9758543795737677,0.10001655079738994,40.16573965989414,1.0569931489445827
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,40,50,686,41,38,1.9610541624693345,0.13466683297015533,37.3587635005951,0.9831253552788185
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,40,50,170,30,27,1.6159511365009107,0.34031083181415067,23.75410762094898,0.8797817637388511
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,40,50,38,16,13,2.0592515409542003,2.825119906146305,5.993892795851909,0.461068676603993
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,40,50,165,25,22,1.738683509965978,0.34613471755288805,29.781513969719256,1.3537051804417843
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,40,50,1100,41,38,1.985167776712922,0.1090176933259134,39.76335647426054,1.0464041177436985
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,40,50,1038,40,37,1.962141932446841,0.10855431332553163,40.070297193086496,1.082981005218554
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,40,50,596,40,37,2.041741191006387,0.15656468367479226,34.81673202708925,0.9409927574888987
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,40,50,151,29,26,1.674096402839508,0.4028177689735355,23.60947383498155,0.9080566859608289
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,40,50,35,15,12,1.6103873552941594,2.2587914427354736,5.958279451080269,0.49652328759002246
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,40,50,150,24,21,1.6465069855975987,0.3463612484812108,29.230742790812435,1.3919401328958303
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,40,50,978,40,37,1.9842620058554001,0.12030444387143475,39.76308237983489,1.0746779021576998
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,40,50,933,39,36,1.8807626029315214,0.11192745898070816,37.621445768190966,1.0450401602275268
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,40,50,539,39,36,1.966780303106279,0.16138776063716592,33.43032526805169,0.9286201463347692
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,40,50,137,28,25,1.6275021687114783,0.4314044938436168,23.541376379373435,0.9416550551749374
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,40,50,28,14,11,9.365252214452438,81.16367628048188,3.2707893669229384,0.2973444879020853
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,40,50,141,23,20,1.0799480976917895,0.1974018798147904,15.967726606024994,0.7983863303012497
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,30,40,1390,17,14,2.0826475851131776,0.10492996413954969,25.147489557359556,1.7962492540971111
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,30,40,1312,17,14,2.034450565097598,0.1015485996183198,6.876613372232676,0.4911866694451911
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,30,40,770,17,14,2.0321775326466187,0.13374193167447698,9.57435295373713,0.6838823538383664
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,30,40,173,14,11,2.1847328664427046,0.36592910495347736,9.169846755850191,0.8336224323500173
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,30,40,40,10,7,1.7294508826473098,0.7979068716298107,2.665888293531898,0.3808411847902712
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,30,40,173,14,11,1.8409854033926214,0.2412239038493699,9.016095602788134,0.8196450547989212
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,30,40,1295,21,18,2.0974617194879346,0.11231166409584242,22.698373655793425,1.2610207586551903
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,30,40,1240,21,18,2.0615702861187852,0.10535511176507127,17.231351984623053,0.9572973324790586
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,30,40,717,21,18,2.0348988373586896,0.1361001557137064,23.196851993347323,1.288713999630407
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,30,40,162,17,14,2.1730192904830754,0.4157743880921554,15.567306013221996,1.1119504295158569
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,30,40,39,11,8,1.5635113879179432,0.7956851125527195,3.4028862094639853,0.42536077618299817
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,30,40,167,16,13,1.478587557646738,0.19662302372182008,17.54633894724816,1.3497183805575508
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,30,40,1470,43,40,2.0342564433383705,0.09481296029067164,44.9559552598592,1.12389888149648
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,30,40,1391,42,39,2.084910357823071,0.09616007279600414,36.4935438266983,0.9357318929922641
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,30,40,822,41,38,2.0000137437646646,0.12556171785461695,36.32636727756573,0.9559570336201508
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,30,40,182,30,27,1.6085139856648003,0.31223142983287505,24.496957757852208,0.907294731772304
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,30,40,42,17,14,2.5022477241522227,3.25480287043883,6.788525250111486,0.484894660722249
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,30,40,183,26,23,1.672508205759491,0.29394346729898796,29.52666940635349,1.2837682350588475
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,30,40,1295,42,39,2.0839683030481964,0.10852977923023273,43.75993494190884,1.1220496138950984
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,30,40,1240,41,38,2.0751398023159946,0.1042661417423832,36.43874065842634,0.9589142278533247
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,30,40,717,40,37,2.072990495191099,0.14526162887638738,34.08653661614275,0.9212577463822366
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,30,40,162,29,26,1.6317983357810057,0.35750150760529964,24.469032504374606,0.9411166347836387
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,30,40,39,16,13,1.996942288574087,2.4997323382925765,6.676380220254737,0.5135677092503644
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,30,40,167,25,22,1.5238029393024934,0.2764593294256286,27.691162452580013,1.2586892023900005
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,30,40,1148,41,38,2.118029127300678,0.12278188699620972,43.33223580693191,1.140321994919261
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,30,40,1122,40,37,1.9704157617847682,0.10527256486837705,31.989129002917707,0.864571054132911
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,30,40,650,39,36,1.9765521081475446,0.14739497115556452,31.667203862960402,0.8796445517489001
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,30,40,147,28,25,1.5508594173211572,0.3704084464001545,24.221388667730317,0.9688555467092127
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,30,40,32,15,12,4.041189148615729,10.979239926813941,4.482099877863366,0.3735083231552805
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,30,40,155,24,21,1.1188805512626336,0.1897959250543887,17.2552012649032,0.8216762507096762
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,30,50,1227,17,14,2.0216329480538473,0.10552660465619793,23.4632339639876,1.6759452831419714
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,30,50,1135,17,14,1.9796276870327625,0.10399877256494666,4.9641886167894995,0.35458490119924996
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,30,50,664,17,14,1.9859298284295936,0.14159568256350535,9.97761680423472,0.7126869145881943
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,30,50,162,14,11,2.066966329360184,0.35807789478230373,13.710588886228482,1.2464171714753165
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,30,50,37,9,6,1.797442742936356,0.9415854822830451,2.250584563355053,0.3750974272258422
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,30,50,157,13,10,1.8386425452667723,0.2567918797227959,9.607424079453635,0.9607424079453635
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,30,50,1140,21,18,2.0634063443344988,0.11410699758848589,22.790519061245362,1.2661399478469646
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,30,50,1068,21,18,2.045072473868234,0.10946159742589007,23.240333941016484,1.2911296633898046
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,30,50,616,21,18,2.034674883195401,0.14799387391601396,22.987074861640107,1.2770597145355616
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,30,50,152,17,14,2.186587765888157,0.4399054085450927,14.997978214959277,1.071284158211377
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,30,50,36,10,7,1.6430901698895888,0.9808914913039793,3.6198638155295426,0.5171234022185061
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,30,50,151,15,12,1.5366489815027708,0.2205383853167604,15.503770700822342,1.2919808917351951
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,30,50,1300,43,40,1.9801642901326748,0.09553751680286666,45.65216726904992,1.141304181726248
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,30,50,1204,41,38,1.9931715779922177,0.09930236890498167,40.4483115674061,1.0644292517738447
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,30,50,709,41,38,1.9333057473580788,0.13182126334925554,41.137887305137,1.0825759817141316
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,30,50,171,30,27,1.62136292095681,0.34182560097744147,24.6028667119458,0.9112172856276223
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,30,50,39,16,13,2.33551801935933,3.2966022928982177,6.1281504925538135,0.4713961917349087
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,30,50,166,25,22,1.7616382271911555,0.34785430672159356,29.231066485680643,1.328684840258211
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,30,50,1140,42,39,2.0372986071792045,0.11004310603365682,44.05337837821511,1.1295738045696182
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,30,50,1068,40,37,1.9903670322222742,0.10859752841186561,40.44406830698793,1.09308292721589
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,30,50,616,40,37,2.0121442687952205,0.15332575170580434,38.60498653755445,1.0433780145284988
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,30,50,152,29,26,1.6803965578440907,0.404800253040553,24.454939871079038,0.9405746104261168
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,30,50,36,15,12,1.8909640715078777,2.671366363683391,6.084678351299112,0.507056529274926
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,30,50,151,24,21,1.6666194539459895,0.34651936653907733,28.62498870423632,1.3630947002017295
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,30,50,1015,41,38,2.0368438328457534,0.1212589766977643,44.05330707330399,1.1592975545606314
